listing_id,date,num_reviews,reviewers
886808,2025-09-01,7,"71615313,63102259,465346,270750054,716229867,43884063,49588862"
886808,2025-05-01,7,"24548813,109015940,652438232,68572752,81338932,176382525,205576177"
886808,2025-12-01,5,"694334351,246500584,577641263,30152509,174385289"
886808,2025-08-01,9,"106952814,400513233,65874586,58107994,709099570,492571372,53066932,276895479,157829237"
886808,2025-04-01,5,"64996240,124478868,657516830,147579494,261783944"
1157522,2025-11-01,1,2761385
1157522,2025-07-01,1,16687462
1157522,2025-05-01,1,81627031
1157522,2025-04-01,1,271639272
1157522,2026-02-01,1,10236104
613528,2026-01-01,2,"502745948,730025308"
613528,2025-11-01,5,"78926626,125851611,500850569,345783456,36848620"
613528,2025-09-01,6,"325726040,336951131,401894880,184165119,408763032,215104170"
613528,2025-07-01,3,"130994,53812718,350038434"
613528,2025-05-01,3,"317121071,262509423,21839995"
613528,2026-02-01,3,"215415139,127838842,55699317"
613528,2025-12-01,4,"482546434,454832278,716913493,466098934"
613528,2025-10-01,7,"695693331,470950487,581178946,122532698,314046384,424160247,417460448"
613528,2025-08-01,1,5831998
613528,2025-06-01,1,60852641
613528,2025-04-01,2,"540401571,31732330"
302705,2025-11-01,1,3249337
302705,2025-10-01,1,36297532
302705,2025-09-01,1,479936178
302705,2025-06-01,1,587383547
302705,2025-04-01,1,16952331
31994,2025-11-01,6,"592277,52051426,79916381,724197219,724197219,457089452"
31994,2025-07-01,2,"152532540,28842402"
31994,2026-02-01,2,"108248,701656"
31994,2025-10-01,3,"67472982,330937578,714092699"
31994,2025-06-01,3,"108248,3268826,31256441"
31994,2025-09-01,8,"35177895,129577248,256065483,39607918,306467544,686124902,12719836,450902150"
31994,2025-12-01,3,"655615086,121107377,133567728"
31994,2025-08-01,2,"231214577,93376580"
31994,2025-04-01,2,"12516598,52051426"
1255828,2026-03-01,1,19567367
1255828,2025-10-01,1,2604437
1255828,2025-06-01,1,19464458
1255828,2025-05-01,1,327362565
1255828,2025-12-01,1,21026110
1255828,2025-08-01,1,681695534
645075,2025-11-01,2,"60558351,680335296"
645075,2025-07-01,2,"322735341,82050584"
645075,2025-10-01,2,"546301938,302971042"
645075,2025-06-01,1,39267042
645075,2025-09-01,1,367149260
645075,2025-05-01,3,"22177011,157419883,424905585"
645075,2025-12-01,6,"700968906,287922832,702612383,463155995,671342802,718149254"
645075,2025-08-01,3,"194803240,703571778,238688954"
191610,2026-03-01,1,233422406
191610,2025-11-01,2,"699293315,6885017"
191610,2025-09-01,2,"214141021,155722319"
191610,2025-07-01,1,61672179
191610,2025-05-01,1,2336572
191610,2026-02-01,1,9109503
191610,2025-12-01,1,52101221
191610,2025-10-01,2,"69715493,447583702"
191610,2025-08-01,3,"9266492,153148593,595277508"
191610,2025-06-01,1,175326478
191610,2025-04-01,1,13268609
721762,2025-05-01,1,21527280
721762,2025-10-01,1,107943864
292800,2026-01-01,1,85288312
292800,2025-09-01,1,454475198
33009,2025-11-01,1,15895229
33009,2025-12-01,1,7587273
993514,2025-07-01,1,68740983
993514,2025-09-01,1,423042172
993514,2025-10-01,1,19517891
255601,2025-11-01,4,"2576758,63919144,312217749,7681334"
255601,2025-07-01,4,"9635710,430162172,121758486,28623096"
255601,2025-10-01,3,"80806423,131682021,9587525"
255601,2025-06-01,1,63248057
